institute_id,logo,institute_name,credits,delivery,duration,id,modality,name,mnqf.id,mnqf.level,mnqf.title
43,NA,FOCUS EDUCATION CENTRE,130,Full-Time,1 YEAR,830,FACE-TO-FACE,CERTIFICATE IV IN ACCOUNTING AND FINANCE,4,4,CERTIFICATE IV
43,NA,FOCUS EDUCATION CENTRE,NA,NA,NA,1081,NA,DIPLOMA IN ICT SYSTEM SUPPORT,5,5,DIPLOMA
43,NA,FOCUS EDUCATION CENTRE,200,Full-Time,1 YEAR,1082,FACE-TO-FACE,DIPLOMA IN BUSINESS ADMINISTRATION  (28.01.2014) (Previously known as DIPLOMA IN OFFICE PRACTICE AND MANAGEMENT approved on 09.08.2012) ,5,5,DIPLOMA
43,NA,FOCUS EDUCATION CENTRE,120,NA,1 YEAR / 1 YEAR 6 MONTHS,1083,FACE-TO-FACE,DIPLOMA IN PROJECT MANAGEMENT,5,5,DIPLOMA
43,NA,FOCUS EDUCATION CENTRE,130,Full-Time,1 YEAR,1084,FACE-TO-FACE,DIPLOMA IN HUMAN RESOURCE DEVELOPMENT,5,5,DIPLOMA
43,NA,FOCUS EDUCATION CENTRE,120,Full-Time,30 WEEKS,1226,FACE-TO-FACE,ADVANCED DIPLOMA IN MANAGERIAL SKILLS,6,6,ADVANCED DIPLOMA
89,NA,GAGE TRAINING INSTITUTE,10,Full-Time,3 WEEKS,196,FACE-TO-FACE,CERTIFICATE I IN BASIC SECURITY OFFICER TRAINING,1,1,CERTIFICATE I
89,NA,GAGE TRAINING INSTITUTE,19,NA,3 WEEKS,201,FACE TO FACE,CERTIFICATE I IN BASIC FIRST AID,1,1,CERTIFICATE I
81,NA,HAFF TAILORS,NA,NA,6 MONTHS,191,NA,CERTIFICATE 1 IN SEWING,1,1,CERTIFICATE I
61,NA,HOPE INFORMATION TECHNOLOGY CENTRE (Previously known as HUVADHOO INFORMATION TECHNOLOGY CENTRE,NA,NA,NA,171,NA,CERTIFICATE I IN INFORMATION TECHNOLOGY,1,1,CERTIFICATE I
61,NA,HOPE INFORMATION TECHNOLOGY CENTRE (Previously known as HUVADHOO INFORMATION TECHNOLOGY CENTRE,NA,NA,3 MONTHS,318,NA,CERTIFICATE II IN INFORMATION TECHNOLOGY,2,2,CERTIFICATE II
61,NA,HOPE INFORMATION TECHNOLOGY CENTRE (Previously known as HUVADHOO INFORMATION TECHNOLOGY CENTRE,NA,NA,6 MONTHS,598,NA,CERTIFICATE III IN INFORMATION TECHNOLOGY,3,3,CERTIFICATE III
61,NA,HOPE INFORMATION TECHNOLOGY CENTRE (Previously known as HUVADHOO INFORMATION TECHNOLOGY CENTRE,NA,NA,1 YEAR,842,NA,ADVANCE CERTIFICATE IN INFORMATION TECHNOLOGY,4,4,CERTIFICATE IV
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,133,NA,CERTIFICATE I IN BUSINESS MANAGEMENT,1,1,CERTIFICATE I
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,134,NA,CERTIFICATE I IN HUMAN RESOURCE MANAGEMENT,1,1,CERTIFICATE I
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,135,NA,CERTIFICATE I IN INFORMATION TECHNOLOGY,1,1,CERTIFICATE I
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,136,NA,CERTIFICATE I IN MARKETING SKILLS,1,1,CERTIFICATE I
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,137,NA,CERTIFICATE I IN PROFESSIONAL OFFICE SECRETARY,1,1,CERTIFICATE I
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,138,NA,CERTIFICATE I IN TOURISM AND TRAVEL MANAGEMENT,1,1,CERTIFICATE I
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,139,NA,GRAPHIC SPECIALIST,1,1,CERTIFICATE I
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,140,NA,IAB LEVEL 2 CERTIFICATE IN BOOK KEEPING,1,1,CERTIFICATE I
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,141,NA,IAB LEVEL 3 CERTIFICATE IN BOOK KEEPING,1,1,CERTIFICATE I
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,142,NA,IAB LEVEL 3 DIPLOMA IN ACCOUNTING AND ADVANCED BOOK KEEPING,1,1,CERTIFICATE I
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,143,NA,PC NETWORKING USING MICROSOFT WINDOWS 2000,1,1,CERTIFICATE I
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,144,NA,PC TROUBLESHOOTING AND CONFIGURATION,1,1,CERTIFICATE I
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,2 MONTHS,145,NA,CERTIFICATE I IN PC TROUBLESHOOTING AND CONFIGURATION,1,1,CERTIFICATE I
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,2 MONTHS,146,NA,CERTIFICATE I IN PC NETWORKING,1,1,CERTIFICATE I
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,3 MONTHS,147,NA,CERTIFICATE I IN GRAPHIC SPECIAILST COURSE,1,1,CERTIFICATE I
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,304,NA,CERTIFICATE II IN HUMAN RESOURCE MANAGEMENT,2,2,CERTIFICATE II
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,305,NA,CERTIFICATE II IN INFORMATION TECHNOLOGY ,2,2,CERTIFICATE II
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,306,NA,CERTIFICATE II IN INTERNATIONAL COMPUTER DRIVING LICENSE,2,2,CERTIFICATE II
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,307,NA,CERTIFICATE II IN MARKETING MANAGEMENT,2,2,CERTIFICATE II
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,308,NA,CERTIFICATE II IN MICROSOFT OFFICE,2,2,CERTIFICATE II
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,309,NA,CERTIFICATE II IN WEB PROGRAMMING AND DESIGNING,2,2,CERTIFICATE II
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,310,NA,CERTIFICATE II IN WEB PROGRAMMING AND DESIGNING,2,2,CERTIFICATE II
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,568,NA,CERTIFICATE III IN BUSINESS ADMINISTRATION,3,3,CERTIFICATE III
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,569,NA,CERTIFICATE III IN INFORMATION TECHNOLOGY,3,3,CERTIFICATE III
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,831,NA,ADVANCED CERTIFICATE IN COMPUTER PROGRAMMING,4,4,CERTIFICATE IV
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,832,NA,ADVANCED CERTIFICATE IN SOFTWARE ENGINEERING,4,4,CERTIFICATE IV
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,1 YEAR,833,NA,CERTIFICATE IV IN INFORMATION TECHNOLOGY,4,4,CERTIFICATE IV
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,1085,NA,DIPLOMA IN BUSINESS ADMINISTRATION,5,5,DIPLOMA
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,1086,NA,DIPLOMA IN INFORMATION TECHNOLOGY,5,5,DIPLOMA
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,1087,NA,DIPLOMA IN SOFTWARE ENGINEERING,5,5,DIPLOMA
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,1227,NA,BTEC HIGHER NATIONAL DIPLOMA IN BUSINESS,6,6,ADVANCED DIPLOMA
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,1228,NA,BTEC HIGHER NATIONAL DIPLOMA IN COMPUTING,6,6,ADVANCED DIPLOMA
44,/static/uploads/ibs_2018-06-30T22-24-15.png,IBS COMPUTER CENTRE,NA,NA,NA,1229,NA,BTEC HIGHER NATIONAL DIPLOMA IN INTERNATIONAL BUSINESS MANAGEMENT,6,6,ADVANCED DIPLOMA
25,NA,IMMIGIRATION TRAINING CENTRE,NA,NA,NA,808,NA,ADVANCE CERTIFICATE IN IMMIGRATION ENFORCEMENT STUDIES,4,4,CERTIFICATE IV
46,NA,INFORMIX COMPUTER TRAINING CENTRE,NA,NA,NA,150,NA,CERTIFICATE I BASIC COMPUTING,1,1,CERTIFICATE I
46,NA,INFORMIX COMPUTER TRAINING CENTRE,NA,NA,NA,151,NA,CERTIFICATE II OFFICE INFORMATION TECHNOLOGY,1,1,CERTIFICATE I
72,NA,INSTITUE OF GOVERNANCE AND DEVELOPMENT ,NA,NA,3 WEEKS,179,NA,CERTIFICATE I IN DEVELOPMENT MANAGEMENT,1,1,CERTIFICATE I
75,NA,INSTITUE OF QURANIC STUDIES,NA,NA,1 MONTH,184,NA,CERTIFICATE 1 IN QIRAYATH,1,1,CERTIFICATE I
75,NA,INSTITUE OF QURANIC STUDIES,14,NA,8 WEEKS,185,FULL-TIME / PART-TIME,CERTIFICATE 1 IN ARABIC LANGUAGE,1,1,CERTIFICATE I
75,NA,INSTITUE OF QURANIC STUDIES,40,NA,15 WEEKS,330,FULL-TIME / PART-TIME,CERTIFICATE 2 IN QIRAATH,2,2,CERTIFICATE II
75,NA,INSTITUE OF QURANIC STUDIES,42,NA,15 WEEKS,331,FULL-TIME / PART-TIME,CERTIFICATE 2 IN ARABIC LANGUAGE,2,2,CERTIFICATE II
75,NA,INSTITUE OF QURANIC STUDIES,43,NA,15 WEEKS,618,FULL-TIME / PART-TIME,CERTIFICATE 3 IN QIRAATH,3,3,CERTIFICATE III
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,11,Full-Time,4 WEEKS,106,FACE-TO-FACE,CERTIFICATE I IN CUSTODIAL SUPERVISION,1,1,CERTIFICATE I
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,10,Full-Time,5 WEEKS,107,FACE-TO-FACE,CERTIFICATE I IN SEWING,1,1,CERTIFICATE I
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,12,Full-Time,5 WEEKS,108,FACE-TO-FACE,CERTIFICATE I IN STARTING AGRICULTURE,1,1,CERTIFICATE I
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,10,Full-Time,5 WEEKS,109,FACE-TO-FACE,CERTIFICATE I IN COMPUTER APPLICATION,1,1,CERTIFICATE I
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,11,Full-Time,5 WEEKS,110,FACE-TO-FACE,CERTIFICATE I IN PASTRY & BAKERY,1,1,CERTIFICATE I
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,10,Full-Time,5 WEEKS,111,FACE-TO-FACE,CERTIFICATE I HOUSE WIRING & ELECTRICIAN,1,1,CERTIFICATE I
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,10,Full-Time,5 WEEKS,112,FACE-TO-FACE,CERTIFICATE I IN SILKSCREEN PRINTING,1,1,CERTIFICATE I
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,40,Full-Time,15 WEEKS,290,FACE-TO-FACE,CERTIFICATE II IN CUSTODIAL SUPERVISION,2,2,CERTIFICATE II
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,42,Full-Time,15 WEEKS,291,FACE-TO-FACE,CERTIFICATE II IN COMPUTER APPLICATION,2,2,CERTIFICATE II
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,41,Full-Time,15 WEEKS,292,FACE-TO-FACE,CERTIFICATE II IN SEWING,2,2,CERTIFICATE II
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,43,Full-Time,15 WEEKS,293,FACE-TO-FACE,CERTIFICATE II IN ESSENTIALS AGRICULTURE,2,2,CERTIFICATE II
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,150,Full-Time,17 WEEKS,551,FACE-TO-FACE,CERTIFICATE III IN CUSTODIAL MANAGEMENT AND SECURITY PROGRAM,3,3,CERTIFICATE III
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,40,Full-Time,15 WEEKS,552,FACE-TO-FACE,CERTIFICATE III IN CUSTODIAL SUPERVISION,3,3,CERTIFICATE III
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,40,Full-Time,15 WEEKS,553,FACE-TO-FACE,CERTIFICATE III IN COMPUTER APPLICATION ,3,3,CERTIFICATE III
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,120,Full-Time,35 WEEKS,857,FACE-TO-FACE,CERTIFICATE IV IN SECURITY & OPERATIONAL MANAGEMENT,4,4,CERTIFICATE IV
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,120,Full-Time,1 YEAR,859,FACE-TO-FACE,CERTIFICATE IV IN CORRECTIONAL MANAGEMENT,4,4,CERTIFICATE IV
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,120,Full-Time,60 WEEKS,1117,FACE-TO-FACE,DIPLOMA IN CORRECTIONAL MANAGEMENT ,5,5,DIPLOMA
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,30,FULL TIME ,10 WEEKS,1794,FACE TO FACE,CERTIFICATE II IN HOUSE WIRING AND ELECTRICIAN,2,2,CERTIFICATE II
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,40,FULL TIME ,15 WEEKS,1808,FACE TO FACE,CERTIFICATE III IN CORRECTIONAL MANAGEMENT,3,3,CERTIFICATE III
32,NA,INSTITUTE FOR CORRECTIONAL STUDIES ,40,FULL TIME ,15 WEEKS,1809,FACE TO FACE,CERTIFICATE III IN SEWING,3,3,CERTIFICATE III
64,NA,INSTITUTE FOR PROFESSIONAL STUDIES,NA,NA,NA,174,NA,CERTIFICATE I IN COMPUTER APPLICATION,1,1,CERTIFICATE I
64,NA,INSTITUTE FOR PROFESSIONAL STUDIES,NA,NA,6 MONTHS,319,NA,CERTIFICATE II IN INFORMATION TECHNOLOGY,2,2,CERTIFICATE II
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,10,Full-Time,4 WEEKS,53,FACE-TO-FACE,CERTIFICATE LEVEL 1 IN DRIVING,1,1,CERTIFICATE I
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,13,Full-Time,6 WEEKS,54,FACE-TO-FACE,CERTIFICATE I IN GYM INSTRUCTOR COURSE,1,1,CERTIFICATE I
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,NA,NA,NA,238,NA,CERTIFICATE II IN POLICING,2,2,CERTIFICATE II
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,40,Full-Time,15 WEEKS,475,FACE-TO-FACE,CERTIFICATE III IN INSTRUCTOR DEVELOPMENT ,3,3,CERTIFICATE III
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,40,Full-Time,15 WEEKS,476,FACE-TO-FACE,CERTIFICATE III IN POLICE MANAGEMENT (Previously known as STATION MANAGEMENT COURSE approved on 20.02.2013),3,3,CERTIFICATE III
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,40,Full-Time,15 WEEKS,477,FACE-TO-FACE,CERTIFICATE III IN INTELLIGENCE FOUNDATION COURSE,3,3,CERTIFICATE III
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,40,Full-Time,19 WEEKS,478,FACE-TO-FACE,CERTIFICATE III IN DRUG ENFORCEMENT OFFICERTRAINING COURSE,3,3,CERTIFICATE III
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,40,Full-Time,15 WEEKS,479,FACE-TO-FACE,CERTIFICATE III IN INFORMATION COMMUNICATION TECHNOLOGY (ICT),3,3,CERTIFICATE III
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,40,Full-Time,15 WEEKS,480,FACE-TO-FACE,CERTIFICATE III IN EVENT MANAGEMENT,3,3,CERTIFICATE III
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,45,Full-Time,16 WEEKS,639,FACE-TO-FACE,CERTIFICATE III IN SECURITY OPERATIONS,3,3,CERTIFICATE III
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,40,Full-Time,3 MONTHS,640,FACE-TO-FACE,CERTIFICATE III IN TRAFFIC MANAGEMENT,3,3,CERTIFICATE III
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,123,Full-Time,1 YEAR,865,FACE-TO-FACE,CERTIFICATE IV IN POLICING,4,4,CERTIFICATE IV
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,NA,NA,NA,1061,NA,DIPLOMA IN POLICE MANAGEMENT,5,5,DIPLOMA
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,120,Full-Time,1 YEAR,1062,FACE-TO-FACE,DIPLOMA IN SECURITY AND LAW ENFORCEMENT STUDIES (ALSO PRESENTED AS YEAR 1 OF BSC IN SECURITY AND LAW ENFORCEMENT STUDIES),5,5,DIPLOMA
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,125,Full-Time,1 YEAR,1063,FACE-TO-FACE,DIPLOMA IN CRIMINAL INVESTIGATION,5,5,DIPLOMA
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,125,Full-Time,1 YEAR,1064,FACE-TO-FACE,DIPLOMA IN FORENSIC INVESTIGATION,5,5,DIPLOMA
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,120,Full-Time,1 YEAR,1065,FACE-TO-FACE,DIPLOMA IN POLICING,5,5,DIPLOMA
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,10,Part-Time,NA,1246,FACE-TO-FACE,ADVANCED CERTIFICATE IN POLICING,10,4,ADVANCED CERTIFICATE
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,370,Full-Time,3 YEARS,1407,FACE-TO-FACE,BSC IN SECURITY AND LAW ENFORCEMENT STUDIES,7,7,BACHELOR'S DEGREE
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,240,Full-Time,2 YEAR,1532,FACE-TO-FACE,ASSOCIATE DEGREE IN SECURITY AND LAW ENFORCEMENT STUDIES (ALSO PRESENTED AS YEAR 2 OF THE BACHELOR DEGREE IN SECURITY AND LAW ENFORCMENT),11,6,ASSOCIATE DEGREE
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,120,FULL TIME ,1 YEAR,1755,FACE TO FACE,DIPLOMA IN LAW ENFORCEMENT ADMINISTRATION AND MANAGEMENT,5,5,DIPLOMA
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,120,FULL TIME ,1 YEAR,1756,FACE TO FACE,DIPLOMA IN SECURITY AND RISK MANAGEMENT,5,5,DIPLOMA
22,/static/uploads/ISLES_LOGO_FINAL_2018-06-30T18-07-37.jpg,INSTITUTE FOR SECURITY AND LAW ENFORCEMENT STUDIES,120,FULL TIME ,1 YEAR,1807,FACE TO FACE,DIPLOMA IN INTELLIGENCE MANAGEMENT,5,5,DIPLOMA
78,NA,INSTITUTE OF DESIGN,NA,NA,12 MONTHS,849,NA,FOUNDATION DIPLOMA IN ART AND DESIGN,4,4,CERTIFICATE IV
94,/static/uploads/logo_DQ_2018-06-30T18-15-38.png,INSTITUTE OF DHAARUL QURAN,24,Full-Time,2 Months,202,Face-to-Face,Certificate I in Qaaree,1,1,CERTIFICATE I
97,/static/uploads/icon_2018-07-25T03-20-32.png,INSTITUTE OF LOGIC AND TECHNOLOGY,10,Full-Time,4 WEEKS,204,FACE TO FACE,CERTIFICATE 1 IN ICT OFFICE MANAGEMENT ,1,1,CERTIFICATE I
97,/static/uploads/icon_2018-07-25T03-20-32.png,INSTITUTE OF LOGIC AND TECHNOLOGY,40,Full-Time,16 WEEKS,675,FACE TO FACE,CERTIFICATE 3 IN ICT OFFICE MANAGEMENT ,3,3,CERTIFICATE III
97,/static/uploads/icon_2018-07-25T03-20-32.png,INSTITUTE OF LOGIC AND TECHNOLOGY,120,FULL TIME,1 YEAR,1643,-,CERTIFICATE IV IN BUSINESS MANAGEMENT,4,4,CERTIFICATE IV
97,/static/uploads/icon_2018-07-25T03-20-32.png,INSTITUTE OF LOGIC AND TECHNOLOGY,120,FULL TIME,1 YEAR,1644,-,DIPLOMA IN BUSINESS MANAGEMENT,5,5,DIPLOMA
97,/static/uploads/icon_2018-07-25T03-20-32.png,INSTITUTE OF LOGIC AND TECHNOLOGY,10,FULL TIME,4 WEEKS,1645,-,CERTIFICATE I IN ROBOTICS AND AUTOMATION,1,1,CERTIFICATE I
97,/static/uploads/icon_2018-07-25T03-20-32.png,INSTITUTE OF LOGIC AND TECHNOLOGY,40,FULL TIME,16 WEEKS,1646,-,CERTIFICATE III IN ROBOTICS AND AUTOMATION,3,3,CERTIFICATE III
97,/static/uploads/icon_2018-07-25T03-20-32.png,INSTITUTE OF LOGIC AND TECHNOLOGY,120,FULL TIME ,1 YEAR,1680,FACE TO FACE,CERTIFICATE IV IN INFORMATION COMMUNICATION TECHNOLOGY,4,4,CERTIFICATE IV
97,/static/uploads/icon_2018-07-25T03-20-32.png,INSTITUTE OF LOGIC AND TECHNOLOGY,120,FULL TIME ,1 YEAR,1717,FACE TO FACE,CERTIFICATE IV IN ROBOTICS AND AUTOMATION,4,4,CERTIFICATE IV
97,/static/uploads/icon_2018-07-25T03-20-32.png,INSTITUTE OF LOGIC AND TECHNOLOGY,120,FULL TIME ,1 YEAR,1758,FACE TO FACE,DIPLOMA IN DIGITAL MARKETING,5,5,DIPLOMA
97,/static/uploads/icon_2018-07-25T03-20-32.png,INSTITUTE OF LOGIC AND TECHNOLOGY,120,FULL TIME ,1 YEAR,1759,FACE TO FACE,DIPLOMA IN MARKETING,5,5,DIPLOMA
97,/static/uploads/icon_2018-07-25T03-20-32.png,INSTITUTE OF LOGIC AND TECHNOLOGY,120,FULL TIME ,1 YEAR,1777,FACE TO FACE,DIPLOMA IN HUMAN RESOURCE MANAGEMENT,5,5,DIPLOMA
97,/static/uploads/icon_2018-07-25T03-20-32.png,INSTITUTE OF LOGIC AND TECHNOLOGY,120,FULL-TIME,1 YEAR,1802,FACE-TO-FACE,CERTIFICATE IV IN HOSPITALITY AND TOURISM MANAGEMENT,4,4,CERTIFICATE IV
88,/static/uploads/IPE_Logo_new-02_2018-10-21T05-44-33.jpg,INSTITUTE OF PROFESSIONAL EDUCATION,41,Full-Time,15 WEEKS,634,FACE-TO-FACE,CERTIFICATE III IN INTERNAL AUDIT,3,3,CERTIFICATE III
88,/static/uploads/IPE_Logo_new-02_2018-10-21T05-44-33.jpg,INSTITUTE OF PROFESSIONAL EDUCATION,41,Full-Time,15 WEEKS,635,FACE-TO-FACE,CERTIFICATE III IN PUBLIC FINANCE MANAGEMENT,3,3,CERTIFICATE III
79,/static/uploads/IQS_logo_2018-06-30T18-16-06.png,INSTITUTE OF QURAN AND SUNNAH,12,NA,6 WEEKS,189,FULL TIME,CERTIFICATE 1 IN QIRAAT,1,1,CERTIFICATE I
79,/static/uploads/IQS_logo_2018-06-30T18-16-06.png,INSTITUTE OF QURAN AND SUNNAH,49,NA,4 MONTHS,333,FULL TIME,CERTIFICATE 2 IN QIRAAT,2,2,CERTIFICATE II
79,/static/uploads/IQS_logo_2018-06-30T18-16-06.png,INSTITUTE OF QURAN AND SUNNAH,62,NA,7 MONTHS,619,FULL TIME,CERTIFICATE 3 IN QIRAAT,3,3,CERTIFICATE III
79,/static/uploads/IQS_logo_2018-06-30T18-16-06.png,INSTITUTE OF QURAN AND SUNNAH,62,NA,7 MONTHS,620,FULL TIME,CERTIFICATE 3 FOR IMAMS,3,3,CERTIFICATE III
79,/static/uploads/IQS_logo_2018-06-30T18-16-06.png,INSTITUTE OF QURAN AND SUNNAH,125,NA,12 MONTHS,850,FULL TIME,CERTIFICATE 4 IN QIRAAT,4,4,CERTIFICATE IV
79,/static/uploads/IQS_logo_2018-06-30T18-16-06.png,INSTITUTE OF QURAN AND SUNNAH,141,NA,12 MONTHS,851,FULL TIME,CERTIFICATE 4 IN TEACHING QURAN,4,4,CERTIFICATE IV
79,/static/uploads/IQS_logo_2018-06-30T18-16-06.png,INSTITUTE OF QURAN AND SUNNAH,155,NA,18 MONTHS,1106,FULL TIME,DIPLOMA IN QIRAAT,5,5,DIPLOMA
79,/static/uploads/IQS_logo_2018-06-30T18-16-06.png,INSTITUTE OF QURAN AND SUNNAH,243,NA,1 YEAR,1107,FULL TIME,DIPLOMA IN TEACHING QURAN,5,5,DIPLOMA
